nodes_table_size,root_table_size,poids_table_size,db_size,nodes_count,root_count,poids_count,tree_build_time
88014848,3055616,42106880,227545903,422529,827,210944,0.8615506000060122
88293376,3055616,42270720,228234031,423551,829,211456,0.8317199000011897
88530944,3055616,42426368,228864815,424573,831,211968,0.905136000001221
88743936,3055616,42573824,229462831,425595,833,212480,0.8896040000108769
88932352,3055616,42713088,230003503,426617,835,212992,0.867397100009839
89186304,3055616,42860544,230667055,427639,837,213504,0.8636469999910332
89423872,3055616,43016192,231273263,428661,839,214016,0.8519795000029262
89604096,3055616,43171840,231846703,429683,841,214528,0.8501745999965351
89817088,3055616,43335680,232477487,430705,843,215040,0.8720436000003247
90071040,3055616,43483136,233083695,431727,845,215552,0.8642417999944882
90292224,3055616,43638784,233673519,432749,847,216064,0.8791307999927085
90546176,3055616,43802624,234296111,433771,849,216576,0.8073577000031946
90742784,3055616,43958272,234877743,434793,851,217088,0.8749205000058282
90939392,3055616,44089344,235418415,435815,853,217600,0.8795675000001211
91193344,3055616,44244992,235975471,436837,855,218112,0.9079773999983445
91430912,3055616,44400640,236598063,437859,857,218624,0.8917093000054592
91611136,3055616,44572672,237130543,438881,859,219136,0.8417921000072965
91815936,3055616,44720128,237703983,439903,861,219648,0.8826928000053158
92028928,3055616,44892160,238301999,440925,863,220160,0.8956743000017013
92217344,3055616,45056000,238818095,441947,865,220672,0.8446134000114398
92405760,3055616,45219840,239407919,442969,867,221184,1.224877100001322
92585984,3055616,45367296,239891247,443991,869,221696,0.850505800000974
92758016,3055616,45522944,240415535,445013,871,222208,0.873610099995858
92971008,3055616,45670400,240956207,446035,873,222720,0.848165200004587
93167616,3055616,45826048,241480495,447057,875,223232,0.9178548000054434
93364224,3055616,45965312,242004783,448079,877,223744,0.8266306000004988
93536256,3055616,46161920,242537263,449101,879,224256,0.8766674999933457
93716480,3055616,46350336,243110703,450123,881,224768,0.8625586999987718
93880320,3055616,46555136,243643183,451145,883,225280,0.9372390999924392
94052352,3055616,46587904,244003631,452167,885,225792,1.8041648999933386
94240768,3055616,46587904,244380463,453189,887,226304,0.8747814999951515
94420992,3055616,46587904,244740911,454211,889,226816,0.8522843999962788
94609408,3055616,46587904,245101359,455233,891,227328,0.8746525000024121
94789632,3055616,46587904,245437231,456255,893,227840,0.9852549999923212
94969856,3055616,46587904,245781295,457277,895,228352,0.8769763000018429
95150080,3055616,46587904,246149935,458299,897,228864,0.8546583999996074
95322112,3055616,46587904,246469423,459321,899,229376,0.8692633999889949
95494144,3055616,46587904,246797103,460343,901,229888,0.8728341999958502
95690752,3055616,46587904,247182127,461365,903,230400,1.0086433999967994
95887360,3055616,46587904,247542575,462387,905,230912,0.8948666000069352
96067584,3055616,46587904,247911215,463409,907,231424,0.9071484000014607
96231424,3055616,46587904,248230703,464431,909,231936,0.8974433999974281
96419840,3055616,46587904,248574767,465453,911,232448,0.9089082999998936
96583680,3055616,46587904,248927023,466475,913,232960,0.8849415000004228
96755712,3055616,46587904,249246511,467497,915,233472,1.2097060999949463
96927744,3055616,46587904,249606959,468519,917,233984,0.919571000005817
97091584,3055616,46587904,249934639,469541,919,234496,0.9268074000137858
97263616,3055616,46587904,250254127,470563,921,235008,0.895083399998839
97443840,3055616,46587904,250622767,471585,923,235520,0.9509891999914544
99704832,3055616,46587904,255128367,472607,925,236032,0.9113434000028064
99868672,3055616,46587904,255488815,473629,927,236544,0.941516099992441
100048896,3055616,46596096,255824687,474651,929,237056,0.8926914000039687
100220928,3055616,46596096,256152367,475673,931,237568,0.8960719000024255
100401152,3055616,46596096,256521007,476695,933,238080,0.8922036000003573
100581376,3055616,46596096,256856879,477717,935,238592,0.9234673000028124
100745216,3063808,46612480,257225519,478739,937,239104,0.9036951999878511
100917248,3063808,46620672,257569583,479761,939,239616,0.9376500000071246
101105664,3063808,46620672,257913647,480783,941,240128,0.8754627000016626
101277696,3063808,46628864,258274095,481805,943,240640,0.9184202999895206
101457920,3063808,46628864,258618159,482827,945,241152,0.8674176000058651
101638144,3063808,46661632,259011375,483849,947,241664,0.8776668999926187
101818368,3063808,46669824,259355439,484871,949,242176,0.9091096000047401
101990400,3063808,46686208,259699503,485893,951,242688,0.8907217999949353
102170624,3063808,46694400,260076335,486915,953,243200,1.0128381000104127
102334464,3063808,46702592,260395823,487937,955,243712,1.4180526999989524
102498304,3063808,46718976,260772655,488959,957,244224,1.282621399994241
102678528,3063808,46735360,261124911,489981,959,244736,1.1191632999980357
102842368,3063808,46735360,261436207,491003,961,245248,0.9143601999967359
103014400,3063808,46743552,261804847,492025,963,245760,0.8879617000056896
103186432,3063808,46759936,262148911,493047,965,246272,0.8408237999974517
103350272,3063808,46809088,262550319,494069,967,246784,0.9043363000091631
103530496,3063808,46825472,262902575,495091,969,247296,0.8271724000078393
103710720,3063808,46825472,263238447,496113,971,247808,0.8924812000041129
103882752,3063808,46972928,263738159,497135,973,248320,0.8751771999959601
104054784,3063808,47144960,264237871,498157,975,248832,0.9601971999945818
104243200,3063808,47316992,264786735,499179,977,249344,0.8518085000105202
104415232,3063808,47489024,265286447,500201,979,249856,0.926436100009596
104587264,3063808,47652864,265777967,501223,981,250368,1.208777399995597
104775680,3063808,47816704,266318639,502245,983,250880,0.9530025999993086
104947712,3063808,47980544,266801967,503267,985,251392,0.8851826000027359
105127936,3063808,48128000,267318063,504289,987,251904,0.8734395999927074
105316352,3063808,48332800,267875119,505311,989,252416,0.86862170000677
105488384,3072000,48496640,268366639,506333,991,252928,0.8957147000037367
105660416,3072000,48668672,268890927,507355,993,253440,0.8556450999894878
105832448,3080192,48840704,269439791,508377,995,253952,0.9022399999957997
105996288,3088384,48996352,269947695,509399,997,254464,0.9238678999972763
106168320,3088384,49176576,270447407,510421,999,254976,0.8760214999929303
106348544,3096576,49348608,270971695,511443,1001,255488,0.8328771999949822
106512384,3104768,49545216,271528751,512465,1003,256000,0.843653899995843
106676224,3104768,49733632,272028463,513487,1005,256512,0.8678444999968633
106848256,3112960,49905664,272569135,514509,1007,257024,0.887880900001619
107020288,3121152,50077696,273085231,515531,1009,257536,0.8103220999910263
107200512,3121152,50282496,273617711,516553,1011,258048,0.8537960999965435
107380736,3129344,50495488,274207535,517575,1013,258560,0.839810600009514
107544576,3137536,50667520,274699055,518597,1015,259072,0.866612099998747
107724800,3137536,50839552,275247919,519619,1017,259584,0.8481049999973038
107905024,3145728,51011584,275764015,520641,1019,260096,1.7545670999970753
108077056,3153920,51167232,276247343,521663,1021,260608,0.8662603999982821
108240896,3153920,51347456,276771631,522685,1023,261120,0.8543809999973746
108429312,3162112,51544064,277336879,523707,1025,261632,0.8375597999984166
108609536,3170304,51757056,277918511,524729,1027,262144,0.8418893000052776
108789760,3170304,51937280,278426415,525751,1029,262656,0.8602424999990035
108978176,3178496,52117504,278967087,526773,1031,263168,0.8561423999926774
109133824,3186688,52273152,279474991,527795,1033,263680,0.8725927000050433
109305856,3186688,52453376,279974703,528817,1035,264192,0.8668132000020705
109486080,3194880,52609024,280498991,529839,1037,264704,0.8027400999999372
109649920,3203072,52813824,281047855,530861,1039,265216,0.8602571999945212
109821952,3203072,52961280,281514799,531883,1041,265728,0.8370882000017446
109993984,3211264,53141504,282055471,532905,1043,266240,0.8714805000054184
110157824,3219456,53288960,282538799,533927,1045,266752,0.8585037000011653
110329856,3219456,53428224,283038511,534949,1047,267264,0.8545642000099178
110518272,3227648,53583872,283538223,535971,1049,267776,1.3477440999995451
110690304,3244032,53747712,284046127,536993,1051,268288,0.8644199999980628
110862336,3244032,53919744,284578607,538015,1053,268800,0.865322700003162
111042560,3252224,54067200,285070127,539037,1055,269312,1.1544419999991078
111214592,3260416,54272000,285643567,540059,1057,269824,0.8245558000053279
111394816,3260416,54468608,286167855,541081,1059,270336,0.8866103000036674
111575040,3268608,54648832,286700335,542103,1061,270848,0.8206677999987733
111738880,3276800,54829056,287241007,543125,1063,271360,0.8955315999919549
