nodes_table_size,root_table_size,poids_table_size,db_size,nodes_count,root_count,poids_count,tree_build_time
59383808,3694592,31031296,165704495,313140,1228,157184,1.0651992999773938
59547648,3702784,31039488,168145711,314160,1232,157696,1.0808437000086997
59711488,3710976,31055872,168522543,315180,1236,158208,1.0474403999978676
61956096,3727360,31072256,170955567,316200,1240,158720,1.0409516000072472
62119936,3735552,31088640,171291439,317220,1244,159232,1.0680743000120856
62275584,3751936,31129600,171701039,318240,1248,159744,1.060601500008488
62439424,3768320,31154176,172069679,319260,1252,160256,1.081962399999611
62595072,3792896,31170560,172438319,320280,1256,160768,1.1387319999921601
62750720,3801088,31186944,172782383,321300,1260,161280,1.2449790999817196
62922752,3817472,31211520,173151023,322320,1264,161792,1.2264812999928836
63078400,3825664,31252480,173536047,323340,1268,162304,1.0975068999978248
63242240,3833856,31277056,173896495,324360,1272,162816,1.0686592000129167
63397888,3858432,31367168,174347055,325380,1276,163328,1.1232522999926005
63553536,3866624,31522816,174830383,326400,1280,163840,1.0753822999831755
63717376,3874816,31662080,175297327,327420,1284,164352,1.0970954000076745
63873024,3891200,31834112,175813423,328440,1288,164864,1.0823326000245288
64036864,3899392,31989760,176304943,329460,1292,165376,1.0522407999960706
64192512,3907584,32161792,176821039,330480,1296,165888,1.077458999992814
64356352,3923968,32333824,177337135,331500,1300,166400,1.1339500999893062
64520192,3940352,32522240,177853231,332520,1304,166912,1.1357274999900255
64675840,3948544,32677888,178361135,333540,1308,167424,1.0865927999839187
64831488,3964928,32817152,178836271,334560,1312,167936,1.0738469999923836
64987136,3973120,32989184,179344175,335580,1316,168448,1.1093624999921303
65150976,3981312,33136640,179819311,336600,1320,168960,1.1475067999854218
65314816,3997696,33300480,180335407,337620,1324,169472,1.1118515000271145
65470464,4005888,33464320,180835119,338640,1328,169984,1.1387653000128921
65626112,4014080,33611776,181302063,339660,1332,170496,1.134987400000682
65781760,4030464,33783808,181834543,340680,1336,171008,1.10347269999329
65945600,4038656,33939456,182326063,341700,1340,171520,1.1431309999898076
66109440,4046848,34078720,182784815,342720,1344,172032,1.0840236000076402
66265088,4063232,34242560,183300911,343740,1348,172544,1.110690400004387
66420736,4079616,34422784,183825199,344760,1352,173056,1.12318680001772
66576384,4087808,34553856,184292143,345780,1356,173568,1.125883899978362
66740224,4104192,34709504,184800047,346800,1360,174080,1.1187448999844491
66904064,4112384,34865152,185275183,347820,1364,174592,1.128189899987774
67059712,4120576,35012608,185783087,348840,1368,175104,1.1355853999848478
67215360,4136960,35168256,186266415,349860,1372,175616,1.2288388999877498
67371008,4145152,35307520,186741551,350880,1376,176128,1.2040673999872524
67534848,4153344,35446784,187216687,351900,1380,176640,1.238886499981163
67698688,4169728,35594240,187708207,352920,1384,177152,1.2226692000112962
67846144,4177920,35741696,188031491,353940,1388,177664,1.2108392999798525
68009984,4186112,35913728,188683055,354960,1392,178176,1.0917178000090644
68165632,4202496,36069376,189207343,355980,1396,178688,1.046243599994341
68329472,4210688,36233216,189698863,357000,1400,179200,1.0858284000132699
68493312,4218880,36380672,190165807,358020,1404,179712,1.1666411000187509
68648960,4235264,36544512,190681903,359040,1408,180224,1.1112974999996368
68812800,4243456,36691968,191173423,360060,1412,180736,1.151081299991347
68968448,4251648,36847616,191664943,361080,1416,181248,1.099803899996914
69132288,4268032,36995072,192148271,362100,1420,181760,1.06489499998861
69287936,4276224,37134336,192615215,363120,1424,182272,1.1045765999879222
69443584,4292608,37298176,193139503,364140,1428,182784,1.0834558999922592
69607424,4308992,37429248,193598255,365160,1432,183296,1.0468738000199664
69763072,4317184,37560320,194073391,366180,1436,183808,1.0807702000020072
69926912,4325376,37699584,194548527,367200,1440,184320,1.323538800003007
70074368,4341760,37871616,195040047,368220,1444,184832,1.0864133999857586
70238208,4349952,38002688,195531567,369240,1448,185344,1.0509327000181656
70402048,4358144,38150144,196006703,370260,1452,185856,1.1083293000119738
70557696,4374528,38313984,196522799,371280,1456,186368,1.153220300009707
70721536,4382720,38469632,197014319,372300,1460,186880,1.0720921999891289
71491584,5971968,38469632,199521071,376252,1476,187392,1.0630040999967605
71639040,5971968,38469632,199856943,377272,1480,187904,1.0626940999936778
71802880,5971968,38469632,200184623,378292,1484,188416,1.0627805999829434
71966720,5971968,38469632,200520495,379312,1488,188928,1.081902000005357
72122368,5971968,38469632,200831791,380332,1492,189440,1.0201563999871723
72278016,5971968,38469632,201151279,381352,1496,189952,1.054660000023432
72433664,5971968,38469632,201495343,382372,1500,190464,1.1107912000152282
72597504,5971968,38469632,201806639,383392,1504,190976,1.0188715000113007
72753152,5971968,38469632,202158895,384412,1508,191488,1.0709803999925498
72908800,5971968,38469632,202470191,385432,1512,192000,1.0608006000111345
73072640,5971968,38469632,202789679,386452,1516,192512,1.0292657999962103
73228288,5971968,38469632,203133743,387472,1520,193024,1.0517697999894153
73392128,5971968,38469632,203453231,388492,1524,193536,1.1055393999849912
73547776,5971968,38469632,203789103,389512,1528,194048,1.0435796999954619
73703424,5971968,38469632,204100399,390532,1532,194560,1.052062200004002
73867264,5971968,38469632,204428079,391552,1536,195072,1.1169361999782268
74022912,5971968,38469632,204763951,392572,1540,195584,1.0351041999820154
76283904,5971968,38469632,207180591,393592,1544,196096,1.0605589999759104
76447744,5971968,38469632,209621807,394612,1548,196608,1.1539363999909256
76603392,5971968,38477824,209949487,395632,1552,197120,1.064492200006498
76767232,5971968,38477824,210260783,396652,1556,197632,1.047497799998382
76922880,5971968,38494208,210629423,397672,1560,198144,1.0909223000053316
77086720,5971968,38494208,210940719,398692,1564,198656,1.0783235999988392
77234176,5971968,38494208,211268399,399712,1568,199168,1.0729811000055633
77398016,5971968,38494208,211596079,400732,1572,199680,1.0606013000069652
77561856,5971968,38494208,211915567,401752,1576,200192,1.082464799983427
77717504,5971968,38494208,212259631,402772,1580,200704,1.0231972000037786
77881344,5971968,38494208,212587311,403792,1584,201216,1.0319018000154756
78028800,5971968,38510592,212931375,404812,1588,201728,1.1078637999889906
78192640,5971968,38535168,213275439,405832,1592,202240,1.0317243000026792
78356480,5971968,38535168,213603119,406852,1596,202752,1.0484522999904584
78512128,5971968,38543360,213947183,407872,1600,203264,1.0882886000035796
78675968,5971968,38559744,214283055,408892,1604,203776,1.0335501999943517
78856192,5971968,38600704,214692655,409912,1608,204288,1.0352551999967545
79134720,5971968,38739968,215266095,410932,1612,204800,1.0176517000072636
79364096,5971968,38879232,215790383,411952,1616,205312,1.1342407999909483
79593472,5971968,39043072,216437551,412972,1620,205824,1.0996467000222765
79880192,5971968,39174144,217076527,413992,1624,206336,1.0887095000070985
80093184,5971968,39329792,217699119,415012,1628,206848,1.0546362999884877
80306176,5971968,39452672,218247983,416032,1632,207360,1.119063099991763
80535552,5971968,39616512,218903343,417052,1636,207872,1.0948075999913272
80756736,5971968,39763968,219591471,418072,1640,208384,1.0497557999915443
80928768,5971968,39936000,220189487,419092,1644,208896,1.0081538000085857
81133568,5971968,40083456,220902191,420112,1648,209408,1.065114099998027
81371136,5971968,40230912,221541167,421132,1652,209920,1.043899699987378
81657856,5971968,40378368,222196527,422152,1656,210432,1.1078014000086114
81854464,5971968,40542208,222827311,423172,1660,210944,1.0641924000228755
82034688,5980160,40689664,223400751,424192,1664,211456,1.026480000000447
82231296,5980160,40828928,224056111,425212,1668,211968,1.0634673000022303
82477056,5980160,40984576,224736047,426232,1672,212480,1.0622605999815278
82698240,5980160,41156608,225342255,427252,1676,212992,1.0962585000088438
82944000,5980160,41295872,225973039,428272,1680,213504,1.0831198999949265
83165184,5980160,41443328,226579247,429292,1684,214016,1.071774700016249
83345408,5980160,41607168,227169071,430312,1688,214528,1.0848823999986053
83533824,5980160,41762816,227734319,431332,1692,215040,1.0579876999836415
83755008,5980160,41918464,228365103,432352,1696,215552,1.0881659000006039
