nodes_table_size,root_table_size,poids_table_size,db_size,nodes_count,root_count,poids_count,tree_build_time
8052736,376832,5005312,33223471,38112,96,24576,0.8054567000071984
8192000,385024,5144576,33665839,38906,98,25088,0.8189696999907028
9388032,393216,5283840,35173167,39700,100,25600,0.8054850000044098
9519104,393216,5414912,35648303,40494,102,26112,0.7902810999948997
9658368,401408,5554176,36197167,41288,104,26624,0.984712400007993
9797632,409600,5562368,36623151,42082,106,27136,0.8280384999961825
9945088,409600,5562368,36967215,42876,108,27648,0.8306422000023304
10084352,417792,5570560,37278511,43670,110,28160,0.8379671000002418
10215424,425984,5570560,37597999,44464,112,28672,0.8168173999874853
10354688,425984,5595136,37925679,45258,114,29184,0.8340289000043413
10485760,434176,5734400,38392623,46052,116,29696,0.8393579999974463
10625024,442368,5906432,38859567,46846,118,30208,0.8715030000021216
10772480,442368,6062080,39326511,47640,120,30720,0.8226243999961298
10911744,450560,6225920,39818031,48434,122,31232,1.0111336999980267
11059200,458752,6397952,40301359,49228,124,31744,1.0574842999922112
11198464,458752,6586368,40817455,50022,126,32256,1.0694980999978725
11378688,466944,6758400,41333551,50816,128,32768,0.8665658999962034
11542528,475136,6938624,41849647,51610,130,33280,0.8198739999934332
11722752,475136,7159808,42431279,52404,132,33792,0.8573444000066957
11911168,483328,7331840,42947375,53198,134,34304,0.8032418999937363
12083200,491520,7553024,43537199,53992,136,34816,0.838387399999192
12247040,491520,7749632,44061487,54786,138,35328,0.9860836999869207
12394496,499712,7913472,44536623,55580,140,35840,0.8329131999926176
12517376,507904,8118272,45044527,56374,142,36352,0.8681644000025699
12664832,507904,8126464,45372207,57168,144,36864,0.7936456000024918
12804096,516096,8126464,45699887,57962,146,37376,0.8323852000030456
12943360,524288,8126464,45994799,58756,148,37888,0.8344480999949155
13074432,524288,8126464,46289711,59550,150,38400,0.8459720999962883
13205504,540672,8142848,46641967,60344,152,38912,0.8506976999924518
13336576,548864,8151040,49034031,61138,154,39424,0.8140726999990875
13492224,548864,8175616,49402671,61932,156,39936,0.8392337999976007
13631488,557056,8208384,49738543,62726,158,40448,0.7763075999973807
13770752,565248,8241152,50082607,63520,160,40960,0.8071458999911556
13901824,565248,8404992,50549551,64314,162,41472,0.797536800004309
14041088,573440,8560640,51008303,65108,164,41984,0.8067378999985522
14180352,581632,8724480,51491631,65902,166,42496,0.8280281000043033
14319616,581632,8888320,51966767,66696,168,43008,0.8001352999999654
14467072,589824,9084928,52482863,67490,170,43520,0.7957615000050282
14606336,598016,9248768,52966191,68284,172,44032,0.7941759999957867
14737408,598016,9412608,53424943,69078,174,44544,0.792028299998492
14884864,606208,9551872,53883695,69872,176,45056,0.7982151999894995
15024128,614400,9699328,54350639,70666,178,45568,0.829667400001199
15163392,614400,9871360,54825775,71460,180,46080,0.9406436999997823
15302656,622592,10018816,55309103,72254,182,46592,0.9517930000001797
15433728,630784,10035200,55620399,73048,184,47104,0.9796960999956354
15581184,630784,10035200,55923503,73842,186,47616,0.8087515000079293
15720448,638976,10035200,56267567,74636,188,48128,1.1097619999927701
15859712,647168,10035200,56570671,75430,190,48640,0.8646261999965645
15998976,647168,10043392,56890159,76224,192,49152,0.8581320000084816
16130048,655360,10043392,57185071,77018,194,49664,0.9051710999920033
16269312,663552,10043392,57504559,77812,196,50176,1.3414393999992171
16408576,663552,10051584,57824047,78606,198,50688,1.2355186999920988
18644992,671744,10051584,60232495,79400,200,51200,1.0313525999954436
18784256,679936,10100736,60683055,80194,202,51712,1.1994827000016812
18923520,696320,10248192,61231919,80988,204,52224,1.1779584000032628
19062784,704512,10387456,61813551,81782,206,52736,1.1347229999955744
19193856,712704,10518528,62313263,82576,208,53248,1.2173423000058392
19333120,712704,10649600,62772015,83370,210,53760,1.2722514000051888
19472384,720896,10805248,63320879,84164,212,54272,1.1650320000044303
19611648,729088,10952704,63804207,84958,214,54784,1.1454127000033623
19750912,729088,11100160,64287535,85752,216,55296,1.148598800005857
19890176,737280,11247616,64779055,86546,218,55808,1.1980806999927154
20029440,745472,11403264,65270575,87340,220,56320,1.3478947000112385
20168704,745472,11550720,65737519,88134,222,56832,0.8745084999973187
20299776,753664,11714560,66196271,88928,224,57344,0.9472240000031888
20447232,770048,11853824,66671407,89722,226,57856,1.1391953999991529
20586496,770048,12034048,67195695,90516,228,58368,0.9357517000025837
20717568,778240,12189696,67654447,91310,230,58880,0.9250464999931864
20856832,786432,12328960,68121391,92104,232,59392,0.9123811000026762
20987904,786432,12517376,68596527,92898,234,59904,0.9350906000036048
21127168,794624,12673024,69055279,93692,236,60416,0.9819475999975111
21282816,802816,12845056,69579567,94486,238,60928,0.9845441000070423
21422080,802816,13041664,70071087,95280,240,61440,0.9562549999973271
21561344,811008,13074432,70439727,96074,242,61952,0.9739162000041688
21684224,819200,13074432,70726447,96868,244,62464,0.9302472999988822
21815296,819200,13074432,71021359,97662,246,62976,0.9584630000026664
21954560,827392,13074432,71349039,98456,248,63488,0.9233807999989949
22102016,835584,13074432,71668527,99250,250,64000,0.9397386999917217
22249472,835584,13074432,71996207,100044,252,64512,0.9550598000059836
22380544,843776,13074432,72282927,100838,254,65024,0.9658249999920372
22560768,851968,13074432,72643375,101632,256,65536,0.9966531999962172
22732800,851968,13082624,72995631,102426,258,66048,1.022386099997675
22904832,860160,13082624,73339695,103220,260,66560,0.9674636999989161
23093248,868352,13090816,73724719,104014,262,67072,1.2416108000034
23240704,868352,13115392,74052399,104808,264,67584,0.8672271999967052
23412736,876544,13139968,74421039,105602,266,68096,1.2918183999863686
23592960,884736,13172736,74822447,106396,268,68608,0.9390435000095749
23781376,884736,13361152,75354927,107190,270,69120,1.1742265000066254
23969792,892928,13524992,75895599,107984,272,69632,0.8697240000037709
24158208,901120,13697024,76419887,108778,274,70144,0.9212426000012783
24322048,901120,13852672,76903215,109572,276,70656,1.8005737999919802
24485888,909312,14024704,77427503,110366,278,71168,1.188177399992128
24625152,917504,14229504,77935407,111160,280,71680,1.0893904000113253
24788992,917504,14442496,78500655,111954,282,72192,1.1116429999965476
24936448,925696,14671872,79033135,112748,284,72704,1.1165441000048304
25092096,933888,14901248,79590191,113542,286,73216,1.1312763000023551
25239552,933888,15089664,80114479,114336,288,73728,1.23784169999999
25387008,942080,15261696,80597807,115130,290,74240,1.1488949000049615
25550848,950272,15491072,81171247,115924,292,74752,1.2390804000024218
25681920,950272,15704064,81679151,116718,294,75264,1.1562494999961928
25821184,958464,15900672,82187055,117512,296,75776,1.161951300004148
25960448,966656,16064512,82670383,118306,298,76288,1.1827628000028199
26099712,966656,16269312,83178287,119100,300,76800,1.1151924000005238
26230784,983040,16310272,83555119,119894,302,77312,1.131011599994963
26353664,991232,16310272,83833647,120688,304,77824,1.0861175000027288
26492928,991232,16310272,84136751,121482,306,78336,1.1551432000123896
26632192,999424,16310272,88658735,122276,308,78848,1.1419654999917839
26779648,1007616,16310272,88978223,123070,310,79360,1.140294000011636
26910720,1007616,16310272,89289519,123864,312,79872,1.127380500009167
27041792,1015808,16310272,89576239,124658,314,80384,0.8568675999995321
27172864,1024000,16318464,89895727,125452,316,80896,1.0627170999941882
27303936,1024000,16326656,90223407,126246,318,81408,0.8977115000016056
27443200,1032192,16334848,90534703,127040,320,81920,0.8476344000082463
27582464,1040384,16367616,90886959,127834,322,82432,0.987294299993664
27721728,1040384,16367616,91190063,128628,324,82944,1.0377855000115233
27860992,1048576,16392192,91525935,129422,326,83456,0.9269100999954389
28000256,1056768,16424960,91878191,130216,328,83968,0.9091250000055879
28139520,1056768,16506880,92255023,131010,330,84480,0.8535366999858525
28286976,1064960,16654336,92754735,131804,332,84992,0.8469608000013977
28434432,1073152,16809984,93213487,132598,334,85504,0.8838658999884501
28565504,1073152,16957440,93647663,133392,336,86016,0.8487879000022076
28704768,1081344,17129472,94163759,134186,338,86528,0.8480224999948405
28835840,1089536,17293312,94622511,134980,340,87040,0.8557847000047332
28975104,1089536,17489920,95130415,135774,342,87552,0.9095788999984507
29122560,1097728,17670144,95621935,136568,344,88064,0.8933532000082778
29253632,1105920,17858560,96121647,137362,346,88576,0.8661919000005582
29401088,1105920,17989632,96572207,138156,348,89088,0.9182278999942355
29532160,1114112,18153472,97039151,138950,350,89600,0.896743699995568
29671424,1122304,18317312,97522479,139744,352,90112,0.859717900006217
29802496,1122304,18481152,97981231,140538,354,90624,0.9799980999960098
29941760,1130496,18620416,98431791,141332,356,91136,0.8520750999887241
30081024,1138688,18776064,98906927,142126,358,91648,0.8414735999976983
30220288,1138688,18931712,99365679,142920,360,92160,0.8667181999917375
30367744,1146880,19070976,99849007,143714,362,92672,0.9535705000016605
30507008,1155072,19226624,100299567,144508,364,93184,1.052555599992047
30629888,1155072,19390464,100741935,145302,366,93696,0.814683899996453
30777344,1163264,19537920,101241647,146096,368,94208,0.8242499000043608
30924800,1171456,19668992,101684015,146890,370,94720,0.9367762000038056
31072256,1171456,19808256,102142767,147684,372,95232,0.8767659000004642
31203328,1179648,19980288,102617903,148478,374,95744,0.9380277999880491
31334400,1196032,20111360,103060271,149272,376,96256,0.9375297000078717
31498240,1196032,20267008,103551791,150066,378,96768,0.9306476999918232
31637504,1204224,20447232,104035119,150860,380,97280,0.9689763999922434
31776768,1212416,20586496,104510255,151654,382,97792,0.8705795999994734
31916032,1212416,20717568,104936239,152448,384,98304,0.8956386000063503
32038912,1220608,20889600,105394991,153242,386,98816,0.9394789000070887
32178176,1236992,21028864,105870127,154036,388,99328,0.8926372999994783
32317440,1236992,21143552,106296111,154830,390,99840,0.9745168999943417
32473088,1245184,21143552,106640175,155624,392,100352,0.9261468999902718
32612352,1253376,21143552,106943279,156418,394,100864,0.7989124000014272
32743424,1253376,21143552,107238191,157212,396,101376,0.8686818999995012
33931264,1261568,21143552,108614447,158006,398,101888,0.8104172000021208
34062336,1269760,21143552,108917551,158800,400,102400,0.8232801999984076
34201600,1269760,21143552,109228847,159594,402,102912,0.8353273999964586
34349056,1277952,21143552,109622063,160388,404,103424,0.8585224999987986
34480128,1286144,21143552,110039855,161182,406,103936,0.8862975999945775
34619392,1302528,21143552,110457647,161976,408,104448,1.3807209999940824
34750464,1310720,21143552,110859055,162770,410,104960,1.018999600011739
34889728,1318912,21151744,111293231,163564,412,105472,0.8558713999955216
35028992,1318912,21151744,111686447,164358,414,105984,0.8994840000086697
35168256,1327104,21151744,112087855,165152,416,106496,0.9536088999884669
35307520,1335296,21151744,112489263,165946,418,107008,1.0432140999910189
35454976,1335296,21151744,112857903,166740,420,107520,1.0838221000012709
35594240,1343488,21151744,113300271,167534,422,108032,0.8512460000056308
35733504,1351680,21151744,113660719,168328,424,108544,0.8792704000079539
35864576,1351680,21159936,113996591,169122,426,109056,1.1573239999997895
36003840,1359872,21176320,114357039,169916,428,109568,0.8513806000119075
36143104,1368064,21176320,114717487,170710,430,110080,1.0262023000104818
36282368,1368064,21209088,115118895,171504,432,110592,0.8546578999958001
36421632,1376256,21356544,115594031,172298,434,111104,0.9861716000013985
36560896,1384448,21487616,116044591,173092,436,111616,0.9608900000021094
36691968,1384448,21643264,116511535,173886,438,112128,0.8438492999994196
36847616,1392640,21790720,116986671,174680,440,112640,0.8486278000054881
36986880,1400832,21921792,117437231,175474,442,113152,0.961310799990315
37126144,1400832,22077440,117895983,176268,444,113664,0.8528594999952475
37265408,1409024,22216704,118346543,177062,446,114176,0.8390290999959689
37396480,1417216,22380544,118821679,177856,448,114688,1.0533047999924747
37552128,1417216,22519808,119280431,178650,450,115200,0.9092896000074688
37691392,1433600,22667264,119763759,179444,452,115712,0.906053200000315
37830656,1441792,22822912,120230703,180238,454,116224,0.8545760999986669
37961728,1441792,22986752,120689455,181032,456,116736,0.8604920999932801
38092800,1449984,23126016,121148207,181826,458,117248,0.881034299993189
38240256,1458176,23265280,121606959,182620,460,117760,0.8723023000056855
38387712,1458176,23429120,122098479,183414,462,118272,0.9152000000030966
38526976,1466368,23576576,122540847,184208,464,118784,0.9417818000074476
38658048,1474560,23756800,123024175,185002,466,119296,0.8517372000060277
38797312,1474560,23904256,123499311,185796,468,119808,0.8971985999960452
38944768,1482752,24051712,123958063,186590,470,120320,0.9929214000003412
39084032,1490944,24215552,124441391,187384,472,120832,0.8563681000086945
39223296,1490944,24387584,124916527,188178,474,121344,0.8866121000028215
39354368,1499136,24608768,125440815,188972,476,121856,0.8752320000057807
39485440,1507328,24780800,125924143,189766,478,122368,0.8428895999968518
39624704,1507328,24903680,126350127,190560,480,122880,0.9394384000042919
39763968,1515520,24903680,126685999,191354,482,123392,0.8597580999921774
39903232,1523712,24903680,126980911,192148,484,123904,0.8718859999935376
40042496,1523712,24903680,127275823,192942,486,124416,1.6379000000015367
40189952,1531904,24903680,127619887,193736,488,124928,1.412459700004547
40337408,1540096,24903680,127939375,194530,490,125440,1.2195607000030577
40468480,1540096,24903680,128242479,195324,492,125952,1.2179131000011694
40615936,1548288,24903680,128561967,196118,494,126464,1.229277299993555
40755200,1556480,24903680,128881455,196912,496,126976,1.219631500003743
41943040,1556480,24903680,130241327,197706,498,127488,1.255061999996542
42082304,1564672,24903680,130552623,198500,500,128000,1.3508349000039743
42221568,1572864,24911872,130880303,199294,502,128512,1.4964409999956843
42360832,1572864,24920064,131191599,200088,504,129024,1.559501999989152
42500096,1589248,24928256,131519279,200882,506,129536,1.138529899995774
42688512,1597440,24944640,131904303,201676,508,130048,1.2884348999941722
42901504,1597440,24952832,132281135,202470,510,130560,1.1767527000047266
43089920,1605632,24977408,132698927,203264,512,131072,1.2421037000021897
43278336,1613824,24993792,133059375,204058,514,131584,1.2154721999977482
43442176,1613824,25001984,133387055,204852,516,132096,1.0635739999997895
43614208,1622016,25026560,133788463,205646,518,132608,0.9834629999968456
43810816,1630208,25042944,134165295,206440,520,133120,1.2622689999989234
43999232,1630208,25083904,134566703,207234,522,133632,1.293192299999646
44146688,1638400,25239552,135033647,208028,524,134144,1.1517217999935383
44294144,1654784,25403392,135533359,208822,526,134656,1.1535712000040803
44474368,1654784,25542656,136024879,209616,528,135168,0.8569005999888759
44654592,1662976,25706496,136540975,210410,530,135680,0.8527658000093652
44826624,1671168,25894912,137065263,211204,532,136192,0.922375899986946
44982272,1671168,26050560,137556783,211998,534,136704,0.7816411999956472
45170688,1679360,26206208,138072879,212792,536,137216,0.9280827000038698
45326336,1687552,26361856,138564399,213586,538,137728,0.8467089000041597
45514752,1687552,26566656,139121455,214380,540,138240,0.8411768000078155
45678592,1695744,26738688,139621167,215174,542,138752,0.8110120999917854
45858816,1703936,26927104,140178223,215968,544,139264,0.9356045000022277
46030848,1703936,27107328,140686127,216762,546,139776,0.8911509000026854
46202880,1712128,27279360,141226799,217556,548,140288,0.8811477000126615
46383104,1720320,27467776,141767471,218350,550,140800,1.3531169000052614
46555136,1720320,27648000,142267183,219144,552,141312,1.058616800000891
46702592,1728512,27836416,142791471,219938,554,141824,1.1855347999953665
46866432,1736704,28024832,143323951,220732,556,142336,0.8531109000032302
47005696,1736704,28213248,143823663,221526,558,142848,0.8115938999981154
47153152,1744896,28368896,144290607,222320,560,143360,0.805538799992064
47300608,1753088,28565504,144806703,223114,562,143872,0.8393805999949109
47448064,1753088,28770304,145339183,223908,564,144384,0.8097389000031399
47603712,1761280,28934144,145822511,224702,566,144896,0.8466887999966275
47734784,1769472,29114368,146330415,225496,568,145408,0.8253267999971285
47898624,1777664,29270016,146813743,226290,570,145920,0.8338591999927303
48046080,1785856,29515776,147370799,227084,572,146432,0.8145558999967761
48185344,1794048,29728768,147911471,227878,574,146944,0.870877900000778
48349184,1794048,29958144,148468527,228672,576,147456,0.8080504000099609
48480256,1802240,30154752,148984623,229466,578,147968,0.850059100004728
48627712,1810432,30334976,149484335,230260,580,148480,0.8287146000075154
48766976,1810432,30498816,149934895,231054,582,148992,0.8821029999962775
48906240,1818624,30654464,150467375,231848,584,149504,0.9356151999963913
49053696,1826816,30842880,150983471,232642,586,150016,1.0170910000015283
49184768,1826816,31014912,151458607,233436,588,150528,0.8903179000044474
49324032,1835008,31227904,151982895,234230,590,151040,0.8477452999941306
49463296,1843200,31440896,152498991,235024,592,151552,0.8955921000015223
49602560,1843200,31637504,153015087,235818,594,152064,0.9341737000067951
50790400,1851392,31793152,154522415,236612,596,152576,0.8370453999959864
50921472,1859584,32006144,155054895,237406,598,153088,0.862132099995506
51068928,1859584,32112640,155472687,238200,600,153600,0.8998798999964492
51200000,1875968,32112640,155775791,238994,602,154112,0.971075399997062
51339264,1884160,32112640,156103471,239788,604,154624,0.8761760000052163
51478528,1884160,32112640,156406575,240582,606,155136,0.8727149999904213
51609600,1892352,32112640,156726063,241376,608,155648,0.8294701999984682
51748864,1900544,32112640,157029167,242170,610,156160,0.8161572999961209
51879936,1900544,32112640,157324079,242964,612,156672,0.8045907999912743
52019200,1908736,32112640,157643567,243758,614,157184,0.8041074000066146
52166656,1916928,32112640,160060207,244552,616,157696,0.8119166999968002
52297728,1916928,32129024,160404271,245346,618,158208,1.0071855999995023
52436992,1925120,32129024,160707375,246140,620,158720,0.8380910999985645
52568064,1933312,32129024,160994095,246934,622,159232,0.8975919000076829
52707328,1933312,32129024,161321775,247728,624,159744,0.9631290999968769
52838400,1941504,32129024,161624879,248522,626,160256,0.820182700001169
52969472,1949696,32129024,161936175,249316,628,160768,0.8809103999956278
53116928,1949696,32137216,162255663,250110,630,161280,0.8847317000036128
53256192,1957888,32145408,162566959,250904,632,161792,0.8733726999926148
53395456,1966080,32153600,162902831,251698,634,162304,0.825618700007908
53526528,1966080,32161792,163205935,252492,636,162816,0.8557077000004938
53657600,1974272,32161792,163525423,253286,638,163328,0.8970925000030547
53805056,1982464,32169984,163853103,254080,640,163840,0.8594654999906197
53936128,1982464,32178176,164148015,254874,642,164352,0.9852626999927452
54075392,1990656,32186368,164475695,255668,644,164864,0.8312208999996074
54206464,1998848,32235520,164827951,256462,646,165376,0.8202449999953387
54337536,1998848,32251904,165155631,257256,648,165888,0.9262376999977278
54468608,2007040,32317440,165524271,258050,650,166400,1.042411499991431
54624256,2015232,32350208,165868335,258844,652,166912,0.8388215000013588
54763520,2015232,32366592,166212399,259638,654,167424,0.8921000999980606
54894592,2023424,32448512,166597423,260432,656,167936,1.0232469999900786
55033856,2031616,32620544,167088943,261226,658,168448,1.0961696000013035
55156736,2031616,32800768,167547695,262020,660,168960,1.023807100005797
55304192,2039808,32972800,168047407,262814,662,169472,0.8296016999956919
55451648,2048000,33136640,168538927,263608,664,169984,1.0372935999912443
55590912,2048000,33316864,169014063,264402,666,170496,0.9462333999981638
55730176,2056192,33497088,169530159,265196,668,171008,0.9000499999965541
55853056,2064384,33677312,170005295,265990,670,171520,0.8401738999964437
55992320,2064384,33816576,170431279,266784,672,172032,0.8879530999984127
56131584,2072576,34021376,170963759,267578,674,172544,0.950528100001975
56287232,2088960,34177024,171463471,268372,676,173056,0.8638658999989275
56426496,2088960,34357248,171954991,269166,678,173568,0.8735807000048226
56557568,2097152,34512896,172421935,269960,680,174080,1.4444457999925362
56688640,2105344,34676736,172872495,270754,682,174592,1.4000529999902938
56836096,2105344,34840576,173380399,271548,684,175104,1.119824699999299
56975360,2113536,34996224,173839151,272342,686,175616,1.2259267000044929
57122816,2121728,35143680,174314287,273136,688,176128,1.1213431999931345
57253888,2121728,35299328,174764847,273930,690,176640,1.101330899997265
57384960,2129920,35454976,175223599,274724,692,177152,1.230293200002052
57524224,2138112,35643392,175739695,275518,694,177664,1.0181059999886202
58712064,2138112,35815424,177247023,276312,696,178176,1.0419913999940036
58851328,2146304,35962880,177738543,277106,698,178688,0.8602242999913869
58982400,2154496,36126720,178197295,277900,700,179200,0.832055400009267
59113472,2154496,36306944,178656047,278694,702,179712,0.827659800008405
59260928,2162688,36478976,179163951,279488,704,180224,0.9573326000099769
59392000,2170880,36691968,179688239,280282,706,180736,0.8700449000025401
59539456,2170880,36880384,180196143,281076,708,181248,0.9002073000010569
59678720,2179072,37036032,180654895,281870,710,181760,0.9520251999929314
59809792,2187264,37183488,181105455,282664,712,182272,0.9291813999880105
59957248,2187264,37330944,181588783,283458,714,182784,0.8508170999994036
60088320,2195456,37470208,182014767,284252,716,183296,0.8495668999967165
60227584,2203648,37625856,182498095,285046,718,183808,0.8975113000051351
60366848,2203648,37773312,182948655,285840,720,184320,0.922031899986905
60514304,2211840,37937152,183423791,286634,722,184832,0.8454104000120424
60661760,2220032,38084608,183915311,287428,724,185344,0.9369145000091521
60801024,2220032,38264832,184390447,288222,726,185856,0.8270520999940345
60940288,2228224,38436864,184890159,289016,728,186368,0.8003704000002472
61071360,2236416,38608896,185365295,289810,730,186880,0.8123575999925379
61595648,3055616,38780928,187028271,291735,735,187392,1.2147603999910643
61743104,3055616,38920192,187503407,292529,737,187904,0.8762431000068318
61882368,3055616,39051264,187937583,293323,739,188416,0.8473008000000846
62013440,3055616,39190528,188379951,294117,741,188928,0.8522857000061776
62152704,3055616,39337984,188822319,294911,743,189440,0.8612075999990338
62291968,3055616,39493632,189281071,295705,745,189952,0.8198715000035008
62431232,3055616,39641088,189756207,296499,747,190464,0.8444752999930643
62578688,3055616,39780352,190190383,297293,749,190976,0.9734485000080895
62709760,3055616,39911424,190640943,298087,751,191488,0.8204573999973945
62840832,3055616,39993344,191017775,298881,753,192000,0.867580000005546
62988288,3055616,39993344,191320879,299675,755,192512,0.8518411999975797
63135744,3055616,39993344,191656751,300469,757,193024,0.9119849999988219
63283200,3055616,39993344,191959855,301263,759,193536,0.8365774000121746
63422464,3055616,39993344,192279343,302057,761,194048,0.8720574000035413
63553536,3055616,39993344,192566063,302851,763,194560,0.8856652000104077
63684608,3055616,39993344,192860975,303645,765,195072,1.1566894999996293
63832064,3055616,39993344,193188655,304439,767,195584,0.8166592999914428
63971328,3055616,39993344,193483567,305233,769,196096,0.816153799998574
64118784,3055616,39993344,195908399,306027,771,196608,0.837115400005132
64249856,3055616,39993344,196203311,306821,773,197120,0.9042434000002686
64389120,3055616,39993344,196498223,307615,775,197632,0.869228399998974
64528384,3055616,39993344,196834095,308409,777,198144,1.1629889000032563
64667648,3055616,39993344,197120815,309203,779,198656,0.8286622000014177
64798720,3055616,40001536,197440303,309997,781,199168,0.8426677999959793
64937984,3055616,40001536,197743407,310791,783,199680,0.8724655999976676
64995328,3055616,40001536,197956399,311585,785,200192,0.9423321000067517
65134592,3055616,40001536,198284079,312379,787,200704,0.9322250000113854
65265664,3055616,40001536,198570799,313173,789,201216,1.0141633000021102
65404928,3055616,40001536,198890287,313967,791,201728,0.9119081999961054
67633152,3055616,40001536,201274159,314761,793,202240,1.041084000011324
67780608,3055616,40001536,201585455,315555,795,202752,0.8305538999993587
67919872,3055616,40009728,201913135,316349,797,203264,0.8144735999958357
68059136,3055616,40009728,202208047,317143,799,203776,0.8182193999964511
68206592,3055616,40026112,202560303,317937,801,204288,0.8136733999999706
68337664,3055616,40034304,202855215,318731,803,204800,0.786594100005459
68493312,3055616,40034304,203166511,319525,805,205312,0.8660770999995293
68640768,3055616,40042496,203584303,320319,807,205824,1.1241560000053141
68771840,3055616,40050688,203985711,321113,809,206336,0.9380534999945667
68919296,3055616,40067072,204411695,321907,811,206848,1.2944958000007318
69050368,3055616,40075264,204821295,322701,813,207360,0.7828223000105936
69189632,3055616,40091648,205189935,323495,815,207872,0.8377379000012297
69328896,3055616,40091648,205607727,324289,817,208384,0.7685142999980599
69476352,3055616,40099840,206009135,325083,819,208896,0.8669372000003932
69615616,3055616,40108032,206459695,325877,821,209408,0.882875299997977
69746688,3055616,40116224,206836527,326671,823,209920,0.9737858000007691
69877760,3055616,40247296,207360815,327465,825,210432,0.97115230000054
70017024,3055616,40378368,207942447,328259,827,210944,1.1732078000059118
70148096,3055616,40509440,208433967,329053,829,211456,1.6362050000025192
70303744,3055616,40648704,209015599,329847,831,211968,1.8205278999957955
70451200,3055616,40804352,209580847,330641,833,212480,1.1590173999866238
70582272,3055616,40943616,210064175,331435,835,212992,0.9585697000002256
70721536,3055616,41091072,210596655,332229,837,213504,1.0924274999997579
70860800,3055616,41222144,211071791,333023,839,214016,0.9929929999925662
71000064,3055616,41369600,211604271,333817,841,214528,0.8454377000016393
71147520,3055616,41517056,212144943,334611,843,215040,0.8848583000071812
71278592,3055616,41648128,212611887,335405,845,215552,0.8402751999965403
71417856,3055616,41795584,213160751,336199,847,216064,0.8422254000033718
71557120,3055616,41951232,213652271,336993,849,216576,0.8416583999933209
71688192,3055616,42090496,214176559,337787,851,217088,0.8529764999984764
71827456,3055616,42229760,214684463,338581,853,217600,0.9233898999955272
71966720,3055616,42360832,215102255,339375,855,218112,0.8527801000018371
72105984,3055616,42491904,215618351,340169,857,218624,0.8616119000071194
72245248,3055616,42639360,216093487,340963,859,219136,0.8804252999980235
